station_name,taken_vmag_space,free_vmag_space,total_vmag_space,year,day&month,hour&min
056 Albert 1er - Cath�drale,7,5,12,2022,01-17,05:55
057 Saint-Guilhem - Courreau,3,5,8,2022,01-17,05:55
059 Sud De France,0,8,8,2022,01-17,05:55
001 Rue Jules Ferry - Gare Saint-Roch,4,8,12,2022,01-17,06:06
002 Com�die,5,19,24,2022,01-17,06:06
003 Esplanade,0,32,32,2022,01-17,06:06
004 H�tel de Ville,13,3,16,2022,01-17,06:06
005 Corum,4,8,12,2022,01-17,06:06
006 Place Albert 1er - St Charles,16,15,31,2022,01-17,06:06
007 Foch,3,5,8,2022,01-17,06:06
008 Halles Castellane,0,12,12,2022,01-17,06:06
009 Observatoire,4,4,8,2022,01-17,06:06
010 Rondelet,4,12,16,2022,01-17,06:06
011 Plan Cabanes,5,7,12,2022,01-17,06:06
012 Boutonnet,1,11,12,2022,01-17,06:06
013 Emile Combes,6,2,8,2022,01-17,06:06
014 Beaux-Arts,7,1,8,2022,01-17,06:06
015 Les Aubes,6,2,8,2022,01-17,06:06
016 Antigone centre,15,1,16,2022,01-17,06:06
017 M�diath�que Emile Zola,8,8,16,2022,01-17,06:06
018 Nombre d'Or,15,1,16,2022,01-17,06:06
019 Louis Blanc,8,8,16,2022,01-17,06:06
020 Gambetta,1,7,8,2022,01-17,06:06
021 Port Marianne,16,0,16,2022,01-17,06:06
022 Clemenceau,5,7,12,2022,01-17,06:06
023 Les Arceaux,4,12,16,2022,01-17,06:06
024 Cit� Mion,3,5,8,2022,01-17,06:06
025 Nouveau Saint-Roch,4,4,8,2022,01-17,06:06
026 Renouvier,0,8,8,2022,01-17,06:06
027 Odysseum,3,5,8,2022,01-17,06:06
028 Saint-Denis,8,0,8,2022,01-17,06:06
029 Richter,8,8,16,2022,01-17,06:06
030 Charles Flahault,5,3,8,2022,01-17,06:06
031 Voltaire,2,6,8,2022,01-17,06:06
032 Pr�s d'Ar�nes,7,1,8,2022,01-17,06:06
033 Garcia Lorca,7,1,8,2022,01-17,06:06
034 Vert Bois,0,16,16,2022,01-17,06:06
035 Malbosc,0,8,8,2022,01-17,06:06
036 Occitanie,3,29,32,2022,01-17,06:06
037 FacdesSciences,10,14,24,2022,01-17,06:06
038 Fac de Lettres,7,9,16,2022,01-17,06:06
039 Aiguelongue,5,3,8,2022,01-17,06:06
040 Jeu de Mail des Abb�s,7,1,8,2022,01-17,06:06
041 Eurom�decine,1,7,8,2022,01-17,06:06
042 Marie Caizergues,2,6,8,2022,01-17,06:06
043 Sabines,1,7,8,2022,01-17,06:06
044 Celleneuve,4,4,8,2022,01-17,06:06
045 Jardin de la Lironde,4,4,8,2022,01-17,06:06
046 P�re Soulas,6,2,8,2022,01-17,06:06
047 Place Viala,3,5,8,2022,01-17,06:06
048 H�tel du D�partement,1,7,8,2022,01-17,06:06
049 Tonnelles,1,7,8,2022,01-17,06:06
050 Parvis Jules Ferry - Gare Saint-Roch,8,0,8,2022,01-17,06:06
051 Pont de Lattes - Gare Saint-Roch,0,12,12,2022,01-17,06:06
053 Deux Ponts - Gare Saint-Roch,3,5,8,2022,01-17,06:06
054 Providence - Ovalie,3,5,8,2022,01-17,06:06
055 P�rols Etang de l'Or,32,36,68,2022,01-17,06:06
056 Albert 1er - Cath�drale,7,5,12,2022,01-17,06:06
057 Saint-Guilhem - Courreau,3,5,8,2022,01-17,06:06
059 Sud De France,0,8,8,2022,01-17,06:06
001 Rue Jules Ferry - Gare Saint-Roch,4,8,12,2022,01-17,06:16
002 Com�die,5,19,24,2022,01-17,06:16
003 Esplanade,0,32,32,2022,01-17,06:16
004 H�tel de Ville,13,3,16,2022,01-17,06:16
005 Corum,3,9,12,2022,01-17,06:16
006 Place Albert 1er - St Charles,16,15,31,2022,01-17,06:16
007 Foch,3,5,8,2022,01-17,06:16
008 Halles Castellane,0,12,12,2022,01-17,06:16
009 Observatoire,4,4,8,2022,01-17,06:16
010 Rondelet,4,12,16,2022,01-17,06:16
011 Plan Cabanes,5,7,12,2022,01-17,06:16
012 Boutonnet,1,11,12,2022,01-17,06:16
013 Emile Combes,6,2,8,2022,01-17,06:16
014 Beaux-Arts,7,1,8,2022,01-17,06:16
015 Les Aubes,6,2,8,2022,01-17,06:16
016 Antigone centre,15,1,16,2022,01-17,06:16
017 M�diath�que Emile Zola,8,8,16,2022,01-17,06:16
018 Nombre d'Or,15,1,16,2022,01-17,06:16
019 Louis Blanc,8,8,16,2022,01-17,06:16
020 Gambetta,1,7,8,2022,01-17,06:16
021 Port Marianne,16,0,16,2022,01-17,06:16
022 Clemenceau,5,7,12,2022,01-17,06:16
023 Les Arceaux,4,12,16,2022,01-17,06:16
024 Cit� Mion,3,5,8,2022,01-17,06:16
025 Nouveau Saint-Roch,4,4,8,2022,01-17,06:16
026 Renouvier,0,8,8,2022,01-17,06:16
027 Odysseum,3,5,8,2022,01-17,06:16
028 Saint-Denis,8,0,8,2022,01-17,06:16
029 Richter,8,8,16,2022,01-17,06:16
030 Charles Flahault,5,3,8,2022,01-17,06:16
031 Voltaire,2,6,8,2022,01-17,06:16
032 Pr�s d'Ar�nes,7,1,8,2022,01-17,06:16
033 Garcia Lorca,7,1,8,2022,01-17,06:16
034 Vert Bois,0,16,16,2022,01-17,06:16
035 Malbosc,0,8,8,2022,01-17,06:16
036 Occitanie,3,29,32,2022,01-17,06:16
037 FacdesSciences,10,14,24,2022,01-17,06:16
038 Fac de Lettres,7,9,16,2022,01-17,06:16
039 Aiguelongue,5,3,8,2022,01-17,06:16
040 Jeu de Mail des Abb�s,7,1,8,2022,01-17,06:16
041 Eurom�decine,1,7,8,2022,01-17,06:16
042 Marie Caizergues,2,6,8,2022,01-17,06:16
043 Sabines,1,7,8,2022,01-17,06:16
044 Celleneuve,4,4,8,2022,01-17,06:16
045 Jardin de la Lironde,4,4,8,2022,01-17,06:16
046 P�re Soulas,6,2,8,2022,01-17,06:16
047 Place Viala,3,5,8,2022,01-17,06:16
048 H�tel du D�partement,1,7,8,2022,01-17,06:16
049 Tonnelles,1,7,8,2022,01-17,06:16
050 Parvis Jules Ferry - Gare Saint-Roch,8,0,8,2022,01-17,06:16
051 Pont de Lattes - Gare Saint-Roch,0,12,12,2022,01-17,06:16
053 Deux Ponts - Gare Saint-Roch,3,5,8,2022,01-17,06:16
054 Providence - Ovalie,3,5,8,2022,01-17,06:16
055 P�rols Etang de l'Or,32,36,68,2022,01-17,06:16
056 Albert 1er - Cath�drale,7,5,12,2022,01-17,06:16
057 Saint-Guilhem - Courreau,3,5,8,2022,01-17,06:16
059 Sud De France,0,8,8,2022,01-17,06:16
001 Rue Jules Ferry - Gare Saint-Roch,4,8,12,2022,01-17,06:26
002 Com�die,5,19,24,2022,01-17,06:26
003 Esplanade,0,32,32,2022,01-17,06:26
004 H�tel de Ville,13,3,16,2022,01-17,06:26
005 Corum,3,9,12,2022,01-17,06:26
006 Place Albert 1er - St Charles,16,15,31,2022,01-17,06:26
007 Foch,3,5,8,2022,01-17,06:26
008 Halles Castellane,0,12,12,2022,01-17,06:26
009 Observatoire,4,4,8,2022,01-17,06:26
010 Rondelet,4,12,16,2022,01-17,06:26
011 Plan Cabanes,5,7,12,2022,01-17,06:26
012 Boutonnet,1,11,12,2022,01-17,06:26
013 Emile Combes,6,2,8,2022,01-17,06:26
014 Beaux-Arts,7,1,8,2022,01-17,06:26
015 Les Aubes,6,2,8,2022,01-17,06:26
016 Antigone centre,14,2,16,2022,01-17,06:26
017 M�diath�que Emile Zola,8,8,16,2022,01-17,06:26
018 Nombre d'Or,15,1,16,2022,01-17,06:26
019 Louis Blanc,8,8,16,2022,01-17,06:26
020 Gambetta,1,7,8,2022,01-17,06:26
021 Port Marianne,12,4,16,2022,01-17,06:26
022 Clemenceau,5,7,12,2022,01-17,06:26
023 Les Arceaux,4,12,16,2022,01-17,06:26
024 Cit� Mion,3,5,8,2022,01-17,06:26
025 Nouveau Saint-Roch,4,4,8,2022,01-17,06:26
026 Renouvier,0,8,8,2022,01-17,06:26
027 Odysseum,3,5,8,2022,01-17,06:26
028 Saint-Denis,8,0,8,2022,01-17,06:26
029 Richter,8,8,16,2022,01-17,06:26
030 Charles Flahault,5,3,8,2022,01-17,06:26
031 Voltaire,2,6,8,2022,01-17,06:26
032 Pr�s d'Ar�nes,7,1,8,2022,01-17,06:26
033 Garcia Lorca,7,1,8,2022,01-17,06:26
034 Vert Bois,0,16,16,2022,01-17,06:26
035 Malbosc,0,8,8,2022,01-17,06:26
036 Occitanie,3,29,32,2022,01-17,06:26
037 FacdesSciences,10,14,24,2022,01-17,06:26
038 Fac de Lettres,7,9,16,2022,01-17,06:26
039 Aiguelongue,5,3,8,2022,01-17,06:26
040 Jeu de Mail des Abb�s,7,1,8,2022,01-17,06:26
041 Eurom�decine,1,7,8,2022,01-17,06:26
042 Marie Caizergues,2,6,8,2022,01-17,06:26
043 Sabines,1,7,8,2022,01-17,06:26
044 Celleneuve,4,4,8,2022,01-17,06:26
045 Jardin de la Lironde,4,4,8,2022,01-17,06:26
046 P�re Soulas,6,2,8,2022,01-17,06:26
047 Place Viala,3,5,8,2022,01-17,06:26
048 H�tel du D�partement,1,7,8,2022,01-17,06:26
049 Tonnelles,1,7,8,2022,01-17,06:26
050 Parvis Jules Ferry - Gare Saint-Roch,8,0,8,2022,01-17,06:26
051 Pont de Lattes - Gare Saint-Roch,0,12,12,2022,01-17,06:26
053 Deux Ponts - Gare Saint-Roch,3,5,8,2022,01-17,06:26
054 Providence - Ovalie,3,5,8,2022,01-17,06:26
055 P�rols Etang de l'Or,32,36,68,2022,01-17,06:26
056 Albert 1er - Cath�drale,7,5,12,2022,01-17,06:26
057 Saint-Guilhem - Courreau,3,5,8,2022,01-17,06:26
059 Sud De France,0,8,8,2022,01-17,06:26
001 Rue Jules Ferry - Gare Saint-Roch,4,8,12,2022,01-17,06:36
002 Com�die,5,19,24,2022,01-17,06:36
003 Esplanade,0,32,32,2022,01-17,06:36
004 H�tel de Ville,13,3,16,2022,01-17,06:36
005 Corum,3,9,12,2022,01-17,06:36
006 Place Albert 1er - St Charles,16,15,31,2022,01-17,06:36
007 Foch,3,5,8,2022,01-17,06:36
008 Halles Castellane,0,12,12,2022,01-17,06:36
009 Observatoire,4,4,8,2022,01-17,06:36
010 Rondelet,5,11,16,2022,01-17,06:36
011 Plan Cabanes,5,7,12,2022,01-17,06:36
012 Boutonnet,1,11,12,2022,01-17,06:36
013 Emile Combes,6,2,8,2022,01-17,06:36
014 Beaux-Arts,7,1,8,2022,01-17,06:36
015 Les Aubes,6,2,8,2022,01-17,06:36
016 Antigone centre,14,2,16,2022,01-17,06:36
017 M�diath�que Emile Zola,8,8,16,2022,01-17,06:36
018 Nombre d'Or,15,1,16,2022,01-17,06:36
019 Louis Blanc,8,8,16,2022,01-17,06:36
020 Gambetta,1,7,8,2022,01-17,06:36
021 Port Marianne,4,12,16,2022,01-17,06:36
022 Clemenceau,5,7,12,2022,01-17,06:36
023 Les Arceaux,4,12,16,2022,01-17,06:36
024 Cit� Mion,3,5,8,2022,01-17,06:36
025 Nouveau Saint-Roch,4,4,8,2022,01-17,06:36
026 Renouvier,0,8,8,2022,01-17,06:36
027 Odysseum,3,5,8,2022,01-17,06:36
028 Saint-Denis,8,0,8,2022,01-17,06:36
029 Richter,8,8,16,2022,01-17,06:36
030 Charles Flahault,5,3,8,2022,01-17,06:36
031 Voltaire,2,6,8,2022,01-17,06:36
032 Pr�s d'Ar�nes,7,1,8,2022,01-17,06:36
033 Garcia Lorca,7,1,8,2022,01-17,06:36
