station_name,taken_vmag_space,free_vmag_space,total_vmag_space,year,day&month,hour&min
037 FacdesSciences,5,19,24,2022,01-20,12:28
038 Fac de Lettres,3,13,16,2022,01-20,12:28
039 Aiguelongue,1,7,8,2022,01-20,12:28
040 Jeu de Mail des Abb�s,2,6,8,2022,01-20,12:28
041 Eurom�decine,3,5,8,2022,01-20,12:28
042 Marie Caizergues,4,4,8,2022,01-20,12:28
043 Sabines,4,4,8,2022,01-20,12:28
044 Celleneuve,2,6,8,2022,01-20,12:28
045 Jardin de la Lironde,3,5,8,2022,01-20,12:28
046 P�re Soulas,8,0,8,2022,01-20,12:28
047 Place Viala,2,6,8,2022,01-20,12:28
048 H�tel du D�partement,6,2,8,2022,01-20,12:28
049 Tonnelles,6,2,8,2022,01-20,12:28
050 Parvis Jules Ferry - Gare Saint-Roch,6,2,8,2022,01-20,12:28
051 Pont de Lattes - Gare Saint-Roch,2,10,12,2022,01-20,12:28
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-20,12:28
054 Providence - Ovalie,4,4,8,2022,01-20,12:28
055 P�rols Etang de l'Or,22,46,68,2022,01-20,12:28
056 Albert 1er - Cath�drale,6,6,12,2022,01-20,12:28
057 Saint-Guilhem - Courreau,4,4,8,2022,01-20,12:28
059 Sud De France,4,4,8,2022,01-20,12:28
001 Rue Jules Ferry - Gare Saint-Roch,6,6,12,2022,01-20,12:38
002 Com�die,18,6,24,2022,01-20,12:38
003 Esplanade,15,17,32,2022,01-20,12:38
004 H�tel de Ville,7,9,16,2022,01-20,12:38
005 Corum,3,9,12,2022,01-20,12:38
006 Place Albert 1er - St Charles,13,18,31,2022,01-20,12:38
007 Foch,2,6,8,2022,01-20,12:38
008 Halles Castellane,8,4,12,2022,01-20,12:38
009 Observatoire,5,3,8,2022,01-20,12:38
010 Rondelet,5,11,16,2022,01-20,12:38
011 Plan Cabanes,2,10,12,2022,01-20,12:38
012 Boutonnet,8,4,12,2022,01-20,12:38
013 Emile Combes,4,4,8,2022,01-20,12:38
014 Beaux-Arts,2,6,8,2022,01-20,12:38
015 Les Aubes,4,4,8,2022,01-20,12:38
016 Antigone centre,8,8,16,2022,01-20,12:38
017 M�diath�que Emile Zola,8,8,16,2022,01-20,12:38
018 Nombre d'Or,7,9,16,2022,01-20,12:38
019 Louis Blanc,10,6,16,2022,01-20,12:38
020 Gambetta,4,4,8,2022,01-20,12:38
021 Port Marianne,7,9,16,2022,01-20,12:38
022 Clemenceau,7,5,12,2022,01-20,12:38
023 Les Arceaux,5,11,16,2022,01-20,12:38
024 Cit� Mion,3,5,8,2022,01-20,12:38
025 Nouveau Saint-Roch,3,5,8,2022,01-20,12:38
026 Renouvier,4,4,8,2022,01-20,12:38
027 Odysseum,3,5,8,2022,01-20,12:38
028 Saint-Denis,1,7,8,2022,01-20,12:38
029 Richter,8,8,16,2022,01-20,12:38
030 Charles Flahault,2,6,8,2022,01-20,12:38
031 Voltaire,1,7,8,2022,01-20,12:38
032 Pr�s d'Ar�nes,8,0,8,2022,01-20,12:38
033 Garcia Lorca,7,1,8,2022,01-20,12:38
034 Vert Bois,0,16,16,2022,01-20,12:38
035 Malbosc,1,7,8,2022,01-20,12:38
036 Occitanie,2,30,32,2022,01-20,12:38
037 FacdesSciences,5,19,24,2022,01-20,12:38
038 Fac de Lettres,3,13,16,2022,01-20,12:38
039 Aiguelongue,1,7,8,2022,01-20,12:38
040 Jeu de Mail des Abb�s,2,6,8,2022,01-20,12:38
041 Eurom�decine,3,5,8,2022,01-20,12:38
042 Marie Caizergues,4,4,8,2022,01-20,12:38
043 Sabines,4,4,8,2022,01-20,12:38
044 Celleneuve,2,6,8,2022,01-20,12:38
045 Jardin de la Lironde,3,5,8,2022,01-20,12:38
046 P�re Soulas,8,0,8,2022,01-20,12:38
047 Place Viala,2,6,8,2022,01-20,12:38
048 H�tel du D�partement,6,2,8,2022,01-20,12:38
049 Tonnelles,6,2,8,2022,01-20,12:38
050 Parvis Jules Ferry - Gare Saint-Roch,6,2,8,2022,01-20,12:38
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-20,12:38
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-20,12:38
054 Providence - Ovalie,5,3,8,2022,01-20,12:38
055 P�rols Etang de l'Or,22,46,68,2022,01-20,12:38
056 Albert 1er - Cath�drale,6,6,12,2022,01-20,12:38
057 Saint-Guilhem - Courreau,4,4,8,2022,01-20,12:38
059 Sud De France,4,4,8,2022,01-20,12:38
001 Rue Jules Ferry - Gare Saint-Roch,6,6,12,2022,01-20,12:48
002 Com�die,18,6,24,2022,01-20,12:48
003 Esplanade,15,17,32,2022,01-20,12:48
004 H�tel de Ville,7,9,16,2022,01-20,12:48
005 Corum,3,9,12,2022,01-20,12:48
006 Place Albert 1er - St Charles,14,17,31,2022,01-20,12:48
007 Foch,2,6,8,2022,01-20,12:48
008 Halles Castellane,8,4,12,2022,01-20,12:48
009 Observatoire,6,2,8,2022,01-20,12:48
010 Rondelet,4,12,16,2022,01-20,12:48
011 Plan Cabanes,3,9,12,2022,01-20,12:48
012 Boutonnet,7,5,12,2022,01-20,12:48
013 Emile Combes,5,3,8,2022,01-20,12:48
014 Beaux-Arts,2,6,8,2022,01-20,12:48
015 Les Aubes,4,4,8,2022,01-20,12:48
016 Antigone centre,7,9,16,2022,01-20,12:48
017 M�diath�que Emile Zola,8,8,16,2022,01-20,12:48
018 Nombre d'Or,7,9,16,2022,01-20,12:48
019 Louis Blanc,10,6,16,2022,01-20,12:48
020 Gambetta,4,4,8,2022,01-20,12:48
021 Port Marianne,6,10,16,2022,01-20,12:48
022 Clemenceau,7,5,12,2022,01-20,12:48
023 Les Arceaux,5,11,16,2022,01-20,12:48
024 Cit� Mion,3,5,8,2022,01-20,12:48
025 Nouveau Saint-Roch,3,5,8,2022,01-20,12:48
026 Renouvier,4,4,8,2022,01-20,12:48
027 Odysseum,3,5,8,2022,01-20,12:48
028 Saint-Denis,1,7,8,2022,01-20,12:48
029 Richter,8,8,16,2022,01-20,12:48
030 Charles Flahault,2,6,8,2022,01-20,12:48
031 Voltaire,1,7,8,2022,01-20,12:48
032 Pr�s d'Ar�nes,8,0,8,2022,01-20,12:48
033 Garcia Lorca,6,2,8,2022,01-20,12:48
034 Vert Bois,0,16,16,2022,01-20,12:48
035 Malbosc,1,7,8,2022,01-20,12:48
036 Occitanie,1,31,32,2022,01-20,12:48
037 FacdesSciences,3,21,24,2022,01-20,12:48
038 Fac de Lettres,2,14,16,2022,01-20,12:48
039 Aiguelongue,1,7,8,2022,01-20,12:48
040 Jeu de Mail des Abb�s,2,6,8,2022,01-20,12:48
041 Eurom�decine,3,5,8,2022,01-20,12:48
042 Marie Caizergues,4,4,8,2022,01-20,12:48
043 Sabines,4,4,8,2022,01-20,12:48
044 Celleneuve,2,6,8,2022,01-20,12:48
045 Jardin de la Lironde,3,5,8,2022,01-20,12:48
046 P�re Soulas,6,2,8,2022,01-20,12:48
047 Place Viala,2,6,8,2022,01-20,12:48
048 H�tel du D�partement,6,2,8,2022,01-20,12:48
049 Tonnelles,6,2,8,2022,01-20,12:48
050 Parvis Jules Ferry - Gare Saint-Roch,6,2,8,2022,01-20,12:48
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-20,12:48
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-20,12:48
054 Providence - Ovalie,5,3,8,2022,01-20,12:48
055 P�rols Etang de l'Or,22,46,68,2022,01-20,12:48
056 Albert 1er - Cath�drale,6,6,12,2022,01-20,12:48
057 Saint-Guilhem - Courreau,4,4,8,2022,01-20,12:48
059 Sud De France,3,5,8,2022,01-20,12:48
001 Rue Jules Ferry - Gare Saint-Roch,6,6,12,2022,01-20,12:58
002 Com�die,18,6,24,2022,01-20,12:58
003 Esplanade,15,17,32,2022,01-20,12:58
004 H�tel de Ville,7,9,16,2022,01-20,12:58
005 Corum,2,10,12,2022,01-20,12:58
006 Place Albert 1er - St Charles,14,17,31,2022,01-20,12:58
007 Foch,4,4,8,2022,01-20,12:58
008 Halles Castellane,8,4,12,2022,01-20,12:58
009 Observatoire,6,2,8,2022,01-20,12:58
010 Rondelet,4,12,16,2022,01-20,12:58
011 Plan Cabanes,3,9,12,2022,01-20,12:58
012 Boutonnet,7,5,12,2022,01-20,12:58
013 Emile Combes,5,3,8,2022,01-20,12:58
014 Beaux-Arts,2,6,8,2022,01-20,12:58
015 Les Aubes,3,5,8,2022,01-20,12:58
016 Antigone centre,7,9,16,2022,01-20,12:58
017 M�diath�que Emile Zola,8,8,16,2022,01-20,12:58
018 Nombre d'Or,8,8,16,2022,01-20,12:58
019 Louis Blanc,9,7,16,2022,01-20,12:58
020 Gambetta,4,4,8,2022,01-20,12:58
021 Port Marianne,6,10,16,2022,01-20,12:58
022 Clemenceau,7,5,12,2022,01-20,12:58
023 Les Arceaux,3,13,16,2022,01-20,12:58
024 Cit� Mion,3,5,8,2022,01-20,12:58
025 Nouveau Saint-Roch,3,5,8,2022,01-20,12:58
026 Renouvier,3,5,8,2022,01-20,12:58
027 Odysseum,3,5,8,2022,01-20,12:58
028 Saint-Denis,1,7,8,2022,01-20,12:58
029 Richter,7,9,16,2022,01-20,12:58
030 Charles Flahault,2,6,8,2022,01-20,12:58
031 Voltaire,1,7,8,2022,01-20,12:58
032 Pr�s d'Ar�nes,8,0,8,2022,01-20,12:58
033 Garcia Lorca,6,2,8,2022,01-20,12:58
034 Vert Bois,0,16,16,2022,01-20,12:58
035 Malbosc,1,7,8,2022,01-20,12:58
036 Occitanie,0,32,32,2022,01-20,12:58
037 FacdesSciences,4,20,24,2022,01-20,12:58
038 Fac de Lettres,2,14,16,2022,01-20,12:58
039 Aiguelongue,1,7,8,2022,01-20,12:58
040 Jeu de Mail des Abb�s,2,6,8,2022,01-20,12:58
041 Eurom�decine,3,5,8,2022,01-20,12:58
042 Marie Caizergues,4,4,8,2022,01-20,12:58
043 Sabines,4,4,8,2022,01-20,12:58
044 Celleneuve,2,6,8,2022,01-20,12:58
045 Jardin de la Lironde,3,5,8,2022,01-20,12:58
046 P�re Soulas,6,2,8,2022,01-20,12:58
047 Place Viala,2,6,8,2022,01-20,12:58
048 H�tel du D�partement,6,2,8,2022,01-20,12:58
049 Tonnelles,6,2,8,2022,01-20,12:58
050 Parvis Jules Ferry - Gare Saint-Roch,6,2,8,2022,01-20,12:58
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-20,12:58
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-20,12:58
054 Providence - Ovalie,5,3,8,2022,01-20,12:58
055 P�rols Etang de l'Or,22,46,68,2022,01-20,12:58
056 Albert 1er - Cath�drale,6,6,12,2022,01-20,12:58
057 Saint-Guilhem - Courreau,5,3,8,2022,01-20,12:58
059 Sud De France,3,5,8,2022,01-20,12:58
001 Rue Jules Ferry - Gare Saint-Roch,6,6,12,2022,01-20,13:08
002 Com�die,18,6,24,2022,01-20,13:08
003 Esplanade,14,18,32,2022,01-20,13:08
004 H�tel de Ville,7,9,16,2022,01-20,13:08
005 Corum,2,10,12,2022,01-20,13:08
006 Place Albert 1er - St Charles,15,16,31,2022,01-20,13:08
007 Foch,4,4,8,2022,01-20,13:08
008 Halles Castellane,8,4,12,2022,01-20,13:08
009 Observatoire,7,1,8,2022,01-20,13:08
010 Rondelet,4,12,16,2022,01-20,13:08
011 Plan Cabanes,3,9,12,2022,01-20,13:08
012 Boutonnet,8,4,12,2022,01-20,13:08
013 Emile Combes,6,2,8,2022,01-20,13:08
014 Beaux-Arts,2,6,8,2022,01-20,13:08
015 Les Aubes,3,5,8,2022,01-20,13:08
016 Antigone centre,7,9,16,2022,01-20,13:08
017 M�diath�que Emile Zola,8,8,16,2022,01-20,13:08
018 Nombre d'Or,9,7,16,2022,01-20,13:08
019 Louis Blanc,9,7,16,2022,01-20,13:08
020 Gambetta,4,4,8,2022,01-20,13:08
021 Port Marianne,6,10,16,2022,01-20,13:08
022 Clemenceau,7,5,12,2022,01-20,13:08
023 Les Arceaux,3,13,16,2022,01-20,13:08
024 Cit� Mion,3,5,8,2022,01-20,13:08
025 Nouveau Saint-Roch,3,5,8,2022,01-20,13:08
026 Renouvier,3,5,8,2022,01-20,13:08
027 Odysseum,3,5,8,2022,01-20,13:08
028 Saint-Denis,1,7,8,2022,01-20,13:08
029 Richter,8,8,16,2022,01-20,13:08
030 Charles Flahault,2,6,8,2022,01-20,13:08
031 Voltaire,1,7,8,2022,01-20,13:08
032 Pr�s d'Ar�nes,8,0,8,2022,01-20,13:08
033 Garcia Lorca,6,2,8,2022,01-20,13:08
034 Vert Bois,0,16,16,2022,01-20,13:08
035 Malbosc,1,7,8,2022,01-20,13:08
036 Occitanie,1,31,32,2022,01-20,13:08
037 FacdesSciences,5,19,24,2022,01-20,13:08
038 Fac de Lettres,2,14,16,2022,01-20,13:08
039 Aiguelongue,1,7,8,2022,01-20,13:08
040 Jeu de Mail des Abb�s,2,6,8,2022,01-20,13:08
041 Eurom�decine,3,5,8,2022,01-20,13:08
042 Marie Caizergues,4,4,8,2022,01-20,13:08
043 Sabines,4,4,8,2022,01-20,13:08
044 Celleneuve,2,6,8,2022,01-20,13:08
045 Jardin de la Lironde,3,5,8,2022,01-20,13:08
046 P�re Soulas,6,2,8,2022,01-20,13:08
047 Place Viala,2,6,8,2022,01-20,13:08
048 H�tel du D�partement,6,2,8,2022,01-20,13:08
049 Tonnelles,6,2,8,2022,01-20,13:08
050 Parvis Jules Ferry - Gare Saint-Roch,6,2,8,2022,01-20,13:08
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-20,13:08
053 Deux Ponts - Gare Saint-Roch,2,6,8,2022,01-20,13:08
054 Providence - Ovalie,5,3,8,2022,01-20,13:08
055 P�rols Etang de l'Or,22,46,68,2022,01-20,13:08
056 Albert 1er - Cath�drale,6,6,12,2022,01-20,13:08
057 Saint-Guilhem - Courreau,5,3,8,2022,01-20,13:08
059 Sud De France,3,5,8,2022,01-20,13:08
001 Rue Jules Ferry - Gare Saint-Roch,6,6,12,2022,01-20,13:19
002 Com�die,17,7,24,2022,01-20,13:19
003 Esplanade,14,18,32,2022,01-20,13:19
004 H�tel de Ville,6,10,16,2022,01-20,13:19
005 Corum,2,10,12,2022,01-20,13:19
006 Place Albert 1er - St Charles,15,16,31,2022,01-20,13:19
007 Foch,4,4,8,2022,01-20,13:19
008 Halles Castellane,8,4,12,2022,01-20,13:19
009 Observatoire,7,1,8,2022,01-20,13:19
010 Rondelet,4,12,16,2022,01-20,13:19
011 Plan Cabanes,4,8,12,2022,01-20,13:19
012 Boutonnet,8,4,12,2022,01-20,13:19
013 Emile Combes,6,2,8,2022,01-20,13:19
014 Beaux-Arts,2,6,8,2022,01-20,13:19
015 Les Aubes,3,5,8,2022,01-20,13:19
016 Antigone centre,7,9,16,2022,01-20,13:19
017 M�diath�que Emile Zola,8,8,16,2022,01-20,13:19
018 Nombre d'Or,9,7,16,2022,01-20,13:19
019 Louis Blanc,9,7,16,2022,01-20,13:19
020 Gambetta,4,4,8,2022,01-20,13:19
021 Port Marianne,6,10,16,2022,01-20,13:19
022 Clemenceau,7,5,12,2022,01-20,13:19
023 Les Arceaux,3,13,16,2022,01-20,13:19
024 Cit� Mion,3,5,8,2022,01-20,13:19
025 Nouveau Saint-Roch,3,5,8,2022,01-20,13:19
026 Renouvier,3,5,8,2022,01-20,13:19
027 Odysseum,3,5,8,2022,01-20,13:19
028 Saint-Denis,1,7,8,2022,01-20,13:19
029 Richter,9,7,16,2022,01-20,13:19
030 Charles Flahault,2,6,8,2022,01-20,13:19
031 Voltaire,1,7,8,2022,01-20,13:19
032 Pr�s d'Ar�nes,8,0,8,2022,01-20,13:19
033 Garcia Lorca,6,2,8,2022,01-20,13:19
034 Vert Bois,0,16,16,2022,01-20,13:19
035 Malbosc,1,7,8,2022,01-20,13:19
036 Occitanie,1,31,32,2022,01-20,13:19
037 FacdesSciences,4,20,24,2022,01-20,13:19
038 Fac de Lettres,2,14,16,2022,01-20,13:19
039 Aiguelongue,1,7,8,2022,01-20,13:19
040 Jeu de Mail des Abb�s,2,6,8,2022,01-20,13:19
041 Eurom�decine,3,5,8,2022,01-20,13:19
042 Marie Caizergues,3,5,8,2022,01-20,13:19
043 Sabines,4,4,8,2022,01-20,13:19
044 Celleneuve,2,6,8,2022,01-20,13:19
045 Jardin de la Lironde,3,5,8,2022,01-20,13:19
046 P�re Soulas,6,2,8,2022,01-20,13:19
047 Place Viala,2,6,8,2022,01-20,13:19
048 H�tel du D�partement,6,2,8,2022,01-20,13:19
049 Tonnelles,6,2,8,2022,01-20,13:19
050 Parvis Jules Ferry - Gare Saint-Roch,6,2,8,2022,01-20,13:19
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-20,13:19
053 Deux Ponts - Gare Saint-Roch,2,6,8,2022,01-20,13:19
054 Providence - Ovalie,5,3,8,2022,01-20,13:19
055 P�rols Etang de l'Or,22,46,68,2022,01-20,13:19
056 Albert 1er - Cath�drale,6,6,12,2022,01-20,13:19
057 Saint-Guilhem - Courreau,5,3,8,2022,01-20,13:19
059 Sud De France,3,5,8,2022,01-20,13:19
001 Rue Jules Ferry - Gare Saint-Roch,6,6,12,2022,01-20,13:29
002 Com�die,17,7,24,2022,01-20,13:29
003 Esplanade,13,19,32,2022,01-20,13:29
004 H�tel de Ville,6,10,16,2022,01-20,13:29
005 Corum,2,10,12,2022,01-20,13:29
006 Place Albert 1er - St Charles,15,16,31,2022,01-20,13:29
007 Foch,4,4,8,2022,01-20,13:29
008 Halles Castellane,8,4,12,2022,01-20,13:29
009 Observatoire,6,2,8,2022,01-20,13:29
010 Rondelet,4,12,16,2022,01-20,13:29
011 Plan Cabanes,4,8,12,2022,01-20,13:29
012 Boutonnet,8,4,12,2022,01-20,13:29
013 Emile Combes,7,1,8,2022,01-20,13:29
014 Beaux-Arts,2,6,8,2022,01-20,13:29
015 Les Aubes,3,5,8,2022,01-20,13:29
016 Antigone centre,7,9,16,2022,01-20,13:29
017 M�diath�que Emile Zola,7,9,16,2022,01-20,13:29
018 Nombre d'Or,10,6,16,2022,01-20,13:29
019 Louis Blanc,7,9,16,2022,01-20,13:29
020 Gambetta,3,5,8,2022,01-20,13:29
021 Port Marianne,6,10,16,2022,01-20,13:29
022 Clemenceau,7,5,12,2022,01-20,13:29
023 Les Arceaux,3,13,16,2022,01-20,13:29
024 Cit� Mion,3,5,8,2022,01-20,13:29
025 Nouveau Saint-Roch,3,5,8,2022,01-20,13:29
026 Renouvier,3,5,8,2022,01-20,13:29
027 Odysseum,3,5,8,2022,01-20,13:29
028 Saint-Denis,2,6,8,2022,01-20,13:29
029 Richter,10,6,16,2022,01-20,13:29
030 Charles Flahault,2,6,8,2022,01-20,13:29
031 Voltaire,1,7,8,2022,01-20,13:29
032 Pr�s d'Ar�nes,7,1,8,2022,01-20,13:29
033 Garcia Lorca,6,2,8,2022,01-20,13:29
034 Vert Bois,0,16,16,2022,01-20,13:29
035 Malbosc,1,7,8,2022,01-20,13:29
036 Occitanie,1,31,32,2022,01-20,13:29
037 FacdesSciences,4,20,24,2022,01-20,13:29
038 Fac de Lettres,2,14,16,2022,01-20,13:29
039 Aiguelongue,2,6,8,2022,01-20,13:29
040 Jeu de Mail des Abb�s,3,5,8,2022,01-20,13:29
041 Eurom�decine,3,5,8,2022,01-20,13:29
042 Marie Caizergues,3,5,8,2022,01-20,13:29
043 Sabines,4,4,8,2022,01-20,13:29
044 Celleneuve,2,6,8,2022,01-20,13:29
045 Jardin de la Lironde,3,5,8,2022,01-20,13:29
046 P�re Soulas,6,2,8,2022,01-20,13:29
047 Place Viala,2,6,8,2022,01-20,13:29
048 H�tel du D�partement,6,2,8,2022,01-20,13:29
049 Tonnelles,6,2,8,2022,01-20,13:29
050 Parvis Jules Ferry - Gare Saint-Roch,6,2,8,2022,01-20,13:29
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-20,13:29
053 Deux Ponts - Gare Saint-Roch,2,6,8,2022,01-20,13:29
054 Providence - Ovalie,5,3,8,2022,01-20,13:29
055 P�rols Etang de l'Or,22,46,68,2022,01-20,13:29
056 Albert 1er - Cath�drale,6,6,12,2022,01-20,13:29
057 Saint-Guilhem - Courreau,5,3,8,2022,01-20,13:29
059 Sud De France,3,5,8,2022,01-20,13:29
001 Rue Jules Ferry - Gare Saint-Roch,5,7,12,2022,01-20,13:39
002 Com�die,18,6,24,2022,01-20,13:39
003 Esplanade,12,20,32,2022,01-20,13:39
004 H�tel de Ville,6,10,16,2022,01-20,13:39
005 Corum,3,9,12,2022,01-20,13:39
006 Place Albert 1er - St Charles,15,16,31,2022,01-20,13:39
007 Foch,4,4,8,2022,01-20,13:39
008 Halles Castellane,8,4,12,2022,01-20,13:39
009 Observatoire,5,3,8,2022,01-20,13:39
010 Rondelet,4,12,16,2022,01-20,13:39
011 Plan Cabanes,4,8,12,2022,01-20,13:39
012 Boutonnet,8,4,12,2022,01-20,13:39
013 Emile Combes,7,1,8,2022,01-20,13:39
014 Beaux-Arts,2,6,8,2022,01-20,13:39
015 Les Aubes,2,6,8,2022,01-20,13:39
016 Antigone centre,7,9,16,2022,01-20,13:39
017 M�diath�que Emile Zola,7,9,16,2022,01-20,13:39
018 Nombre d'Or,10,6,16,2022,01-20,13:39
019 Louis Blanc,7,9,16,2022,01-20,13:39
020 Gambetta,3,5,8,2022,01-20,13:39
021 Port Marianne,7,9,16,2022,01-20,13:39
022 Clemenceau,6,6,12,2022,01-20,13:39
023 Les Arceaux,3,13,16,2022,01-20,13:39
024 Cit� Mion,3,5,8,2022,01-20,13:39
025 Nouveau Saint-Roch,1,7,8,2022,01-20,13:39
026 Renouvier,3,5,8,2022,01-20,13:39
027 Odysseum,3,5,8,2022,01-20,13:39
028 Saint-Denis,2,6,8,2022,01-20,13:39
029 Richter,10,6,16,2022,01-20,13:39
030 Charles Flahault,2,6,8,2022,01-20,13:39
031 Voltaire,1,7,8,2022,01-20,13:39
032 Pr�s d'Ar�nes,7,1,8,2022,01-20,13:39
033 Garcia Lorca,6,2,8,2022,01-20,13:39
034 Vert Bois,0,16,16,2022,01-20,13:39
035 Malbosc,1,7,8,2022,01-20,13:39
036 Occitanie,1,31,32,2022,01-20,13:39
037 FacdesSciences,4,20,24,2022,01-20,13:39
038 Fac de Lettres,2,14,16,2022,01-20,13:39
039 Aiguelongue,2,6,8,2022,01-20,13:39
040 Jeu de Mail des Abb�s,2,6,8,2022,01-20,13:39
041 Eurom�decine,3,5,8,2022,01-20,13:39
042 Marie Caizergues,3,5,8,2022,01-20,13:39
043 Sabines,4,4,8,2022,01-20,13:39
044 Celleneuve,2,6,8,2022,01-20,13:39
045 Jardin de la Lironde,3,5,8,2022,01-20,13:39
046 P�re Soulas,6,2,8,2022,01-20,13:39
047 Place Viala,3,5,8,2022,01-20,13:39
048 H�tel du D�partement,6,2,8,2022,01-20,13:39
049 Tonnelles,6,2,8,2022,01-20,13:39
050 Parvis Jules Ferry - Gare Saint-Roch,6,2,8,2022,01-20,13:39
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-20,13:39
053 Deux Ponts - Gare Saint-Roch,2,6,8,2022,01-20,13:39
054 Providence - Ovalie,5,3,8,2022,01-20,13:39
055 P�rols Etang de l'Or,22,46,68,2022,01-20,13:39
056 Albert 1er - Cath�drale,6,6,12,2022,01-20,13:39
057 Saint-Guilhem - Courreau,5,3,8,2022,01-20,13:39
059 Sud De France,3,5,8,2022,01-20,13:39
001 Rue Jules Ferry - Gare Saint-Roch,5,7,12,2022,01-20,13:49
002 Com�die,18,6,24,2022,01-20,13:49
003 Esplanade,12,20,32,2022,01-20,13:49
004 H�tel de Ville,6,10,16,2022,01-20,13:49
005 Corum,4,8,12,2022,01-20,13:49
006 Place Albert 1er - St Charles,16,15,31,2022,01-20,13:49
007 Foch,4,4,8,2022,01-20,13:49
008 Halles Castellane,8,4,12,2022,01-20,13:49
009 Observatoire,5,3,8,2022,01-20,13:49
010 Rondelet,4,12,16,2022,01-20,13:49
011 Plan Cabanes,4,8,12,2022,01-20,13:49
012 Boutonnet,8,4,12,2022,01-20,13:49
013 Emile Combes,6,2,8,2022,01-20,13:49
014 Beaux-Arts,2,6,8,2022,01-20,13:49
015 Les Aubes,2,6,8,2022,01-20,13:49
016 Antigone centre,7,9,16,2022,01-20,13:49
017 M�diath�que Emile Zola,7,9,16,2022,01-20,13:49
018 Nombre d'Or,11,5,16,2022,01-20,13:49
019 Louis Blanc,7,9,16,2022,01-20,13:49
020 Gambetta,3,5,8,2022,01-20,13:49
021 Port Marianne,6,10,16,2022,01-20,13:49
022 Clemenceau,7,5,12,2022,01-20,13:49
023 Les Arceaux,2,14,16,2022,01-20,13:49
024 Cit� Mion,3,5,8,2022,01-20,13:49
025 Nouveau Saint-Roch,1,7,8,2022,01-20,13:49
026 Renouvier,3,5,8,2022,01-20,13:49
027 Odysseum,3,5,8,2022,01-20,13:49
028 Saint-Denis,2,6,8,2022,01-20,13:49
029 Richter,9,7,16,2022,01-20,13:49
030 Charles Flahault,2,6,8,2022,01-20,13:49
031 Voltaire,1,7,8,2022,01-20,13:49
032 Pr�s d'Ar�nes,7,1,8,2022,01-20,13:49
033 Garcia Lorca,6,2,8,2022,01-20,13:49
034 Vert Bois,0,16,16,2022,01-20,13:49
035 Malbosc,1,7,8,2022,01-20,13:49
036 Occitanie,1,31,32,2022,01-20,13:49
037 FacdesSciences,4,20,24,2022,01-20,13:49
038 Fac de Lettres,2,14,16,2022,01-20,13:49
039 Aiguelongue,2,6,8,2022,01-20,13:49
040 Jeu de Mail des Abb�s,2,6,8,2022,01-20,13:49
041 Eurom�decine,3,5,8,2022,01-20,13:49
042 Marie Caizergues,3,5,8,2022,01-20,13:49
043 Sabines,4,4,8,2022,01-20,13:49
044 Celleneuve,2,6,8,2022,01-20,13:49
045 Jardin de la Lironde,3,5,8,2022,01-20,13:49
046 P�re Soulas,6,2,8,2022,01-20,13:49
047 Place Viala,3,5,8,2022,01-20,13:49
048 H�tel du D�partement,6,2,8,2022,01-20,13:49
049 Tonnelles,6,2,8,2022,01-20,13:49
050 Parvis Jules Ferry - Gare Saint-Roch,6,2,8,2022,01-20,13:49
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-20,13:49
053 Deux Ponts - Gare Saint-Roch,2,6,8,2022,01-20,13:49
054 Providence - Ovalie,5,3,8,2022,01-20,13:49
055 P�rols Etang de l'Or,22,46,68,2022,01-20,13:49
056 Albert 1er - Cath�drale,6,6,12,2022,01-20,13:49
057 Saint-Guilhem - Courreau,5,3,8,2022,01-20,13:49
059 Sud De France,3,5,8,2022,01-20,13:49
001 Rue Jules Ferry - Gare Saint-Roch,5,7,12,2022,01-20,13:59
002 Com�die,18,6,24,2022,01-20,13:59
003 Esplanade,13,19,32,2022,01-20,13:59
004 H�tel de Ville,6,10,16,2022,01-20,13:59
005 Corum,4,8,12,2022,01-20,13:59
006 Place Albert 1er - St Charles,16,15,31,2022,01-20,13:59
007 Foch,4,4,8,2022,01-20,13:59
008 Halles Castellane,8,4,12,2022,01-20,13:59
009 Observatoire,5,3,8,2022,01-20,13:59
010 Rondelet,4,12,16,2022,01-20,13:59
011 Plan Cabanes,4,8,12,2022,01-20,13:59
012 Boutonnet,8,4,12,2022,01-20,13:59
013 Emile Combes,6,2,8,2022,01-20,13:59
014 Beaux-Arts,1,7,8,2022,01-20,13:59
015 Les Aubes,2,6,8,2022,01-20,13:59
016 Antigone centre,7,9,16,2022,01-20,13:59
017 M�diath�que Emile Zola,7,9,16,2022,01-20,13:59
018 Nombre d'Or,11,5,16,2022,01-20,13:59
